report_month,dept_name,ward_code,service,budget_allocated,actual_spend,revenue_collected,outstanding_debt,payment_rate,data_source
30-06-2024,housing,Ward-6,Refuse,11342491,10385528,21240176,3039697,86.0,MANUAL_UPLOAD
30-06-2024,HOUSING,Ward-7,Water,7119503,13220529,2595716,4032830,76.4,MANUAL_UPLOAD
30-06-2024,housing,Ward-8,Water,10571401,11456636,9676150,8739391,68.1,FIN_SYS_A
30-06-2024,HOUSING,Ward-9,Water,23898647,18894360,4960496,2708843,93.1,MANUAL_UPLOAD
30-06-2024,HOUSING,Ward-10,Refuse,17843364,13742314,18875936,7522809,95.0,FIN_SYS_B
30-06-2024,HOUSING,Ward-11,Electricity,14878018,4613101,4950971,5560743,80.2,FIN_SYS_B
30-06-2024,HOUSING,Ward-12,Electricity,6713600,13530415,18544133,4490746,86.4,MANUAL_UPLOAD
30-06-2024,housing,Ward-13,Refuse,18752642,20559154,22477258,7121362,55.7,FIN_SYS_A
30-06-2024,housing,Ward-14,Refuse,12991984,29187794,4806407,6572126,84.0,MANUAL_UPLOAD
30-06-2024,HOUSING,Ward-15,Water,11190221,9259044,21064039,495464,87.9,FIN_SYS_A
30-06-2024,housing,Ward-16,Electricity,14682885,16862349,10333333,7502683,87.6,MANUAL_UPLOAD
30-06-2024,housing,Ward-17,Rates,12579402,20156155,22575015,5109077,62.2,FIN_SYS_A
30-06-2024,housing,Ward-18,Rates,12551247,28153703,14309463,5982539,50.4,MANUAL_UPLOAD
30-06-2024,housing,Ward-19,Rates,5130519,29074927,11795096,7350783,74.7,MANUAL_UPLOAD
30-06-2024,housing,Ward-20,Water,16963733,10691461,9394572,7018309,71.1,MANUAL_UPLOAD
30-06-2024,HOUSING,Ward-21,Rates,15746667,20236273,11282483,1303703,82.1,FIN_SYS_A
30-06-2024,HOUSING,Ward-22,Rates,9576739,13981628,14438437,7826759,63.3,FIN_SYS_B
30-06-2024,housing,Ward-23,Electricity,5712189,20640138,13226384,3663004,58.8,FIN_SYS_A
30-06-2024,housing,Ward-24,Electricity,16530606,9680898,21018308,7148154,70.3,FIN_SYS_A
30-06-2024,HOUSING,Ward-25,Rates,19522635,6388775,16259061,4896554,62.9,FIN_SYS_A
30-06-2024,housing,Ward-26,Water,11344441,29296275,12549920,4921848,63.8,FIN_SYS_A
30-06-2024,housing,Ward-27,Rates,17823062,12737115,7735909,3550678,57.1,FIN_SYS_A
30-06-2024,HOUSING,Ward-28,Rates,7135701,7680828,21208223,3690750,98.7,FIN_SYS_A
30-06-2024,HOUSING,Ward-29,Water,18487755,4593350,4232472,7047743,88.8,FIN_SYS_A
30-06-2024,housing,Ward-30,Water,12202796,4241131,20839850,964035,62.3,MANUAL_UPLOAD
30-06-2024,ADMINISTRATION,Ward-1,Refuse,5658919,11633490,18589866,951732,73.9,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-2,Electricity,14727869,23302171,20626583,2830781,94.2,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-3,Water,20378510,9109347,10489841,8552581,64.8,FIN_SYS_A
30-06-2024,administration,Ward-4,Refuse,11100049,10532138,8411427,3354867,77.3,FIN_SYS_A
30-06-2024,administration,Ward-5,Electricity,22219677,20069939,8892837,2016835,96.4,MANUAL_UPLOAD
30-06-2024,administration,Ward-6,Electricity,6990021,29537761,9827313,2950809,83.5,MANUAL_UPLOAD
30-06-2024,ADMINISTRATION,Ward-7,Rates,22264683,23518626,2151545,7488703,97.4,MANUAL_UPLOAD
30-06-2024,administration,Ward-8,Water,23193320,9561331,15424400,8032765,78.6,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-9,Water,21990158,28700376,9029045,605526,56.3,FIN_SYS_A
30-06-2024,administration,Ward-10,Water,10804866,18332861,9424118,2778582,91.3,MANUAL_UPLOAD
30-06-2024,ADMINISTRATION,Ward-11,Refuse,9192997,14505632,21658061,4320285,64.6,FIN_SYS_A
30-06-2024,administration,Ward-12,Refuse,11866578,4602035,21950826,7318050,53.5,FIN_SYS_B
30-06-2024,ADMINISTRATION,Ward-13,Refuse,9588117,9749127,17261624,3096692,87.5,FIN_SYS_B
30-06-2024,administration,Ward-14,Electricity,8664424,16608517,4918044,705732,52.4,FIN_SYS_B
30-06-2024,ADMINISTRATION,Ward-15,Water,5712659,26481740,19701171,7176197,93.6,FIN_SYS_A
30-06-2024,administration,Ward-16,Electricity,11194107,7181751,13127436,3438515,83.7,MANUAL_UPLOAD
30-06-2024,administration,Ward-17,Water,23631616,8519501,9630296,8797701,71.1,FIN_SYS_B
30-06-2024,ADMINISTRATION,Ward-18,Electricity,24316256,9085416,10646142,1552922,59.5,FIN_SYS_A
30-06-2024,administration,Ward-19,Refuse,10967851,14536957,19808275,1288257,59.7,FIN_SYS_A
30-06-2024,administration,Ward-20,Water,11378177,9192972,9536273,5729505,59.5,FIN_SYS_B
30-06-2024,administration,Ward-21,Water,8647184,15373759,14124125,4456994,62.9,MANUAL_UPLOAD
30-06-2024,ADMINISTRATION,Ward-22,Electricity,16390287,26863955,13252008,4673697,65.8,MANUAL_UPLOAD
30-06-2024,administration,Ward-23,Rates,13147620,24506770,10441616,1777531,53.0,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-24,Electricity,24350269,28653214,3938648,7072941,68.3,FIN_SYS_B
30-06-2024,administration,Ward-25,Water,4745762,28430921,20676827,4307823,95.3,FIN_SYS_B
30-06-2024,administration,Ward-26,Rates,9438921,13549903,2986205,5114031,81.9,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-27,Electricity,14889262,24621972,12620285,8581063,60.9,FIN_SYS_B
30-06-2024,ADMINISTRATION,Ward-28,Refuse,19587476,11412698,23163589,1357138,89.7,FIN_SYS_A
30-06-2024,ADMINISTRATION,Ward-29,Electricity,18999390,12749534,12714077,2136569,50.6,FIN_SYS_B
30-06-2024,administration,Ward-30,Water,18638622,28831219,19230500,1898340,62.3,FIN_SYS_B
31-07-2024,water services,Ward-1,Refuse,13384644,19633795,21071411,634537,89.5,FIN_SYS_B
31-07-2024,water services,Ward-2,Refuse,4533769,23942358,21925680,5244219,96.0,FIN_SYS_A
31-07-2024,water services,Ward-3,Water,5222514,27941272,17949499,3350534,84.5,FIN_SYS_B
31-07-2024,water services,Ward-4,Refuse,6009555,24560741,15841242,996990,93.0,FIN_SYS_B
31-07-2024,water services,Ward-5,Water,17573918,9621555,17633762,1647033,76.8,MANUAL_UPLOAD
31-07-2024,water services,Ward-6,Electricity,13217736,29971127,19301023,3733661,86.6,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-7,Electricity,17845508,14541275,3117897,7555549,69.7,FIN_SYS_B
31-07-2024,WATER SERVICES,Ward-8,Water,8363117,22623965,21736780,330650,58.1,FIN_SYS_A
31-07-2024,WATER SERVICES,Ward-9,Electricity,15151451,24003515,19031850,3147340,52.3,MANUAL_UPLOAD
31-07-2024,water services,Ward-10,Electricity,19633957,14086085,7861633,504171,53.4,FIN_SYS_A
31-07-2024,water services,Ward-11,Refuse,19008909,20319790,8517973,5988388,92.8,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-12,Refuse,8582632,11350915,15615787,7418081,59.8,FIN_SYS_A
31-07-2024,water services,Ward-13,Rates,9297499,21722188,23640125,3229870,95.6,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-14,Rates,5075466,22059451,19018804,591665,52.7,FIN_SYS_A
31-07-2024,water services,Ward-15,Refuse,5928617,12105285,21712051,2033275,97.2,FIN_SYS_A
31-07-2024,water services,Ward-16,Rates,22909737,17766113,12352681,575852,97.7,FIN_SYS_B
31-07-2024,WATER SERVICES,Ward-17,Water,5708083,10240301,17387936,8963140,87.8,FIN_SYS_A
31-07-2024,WATER SERVICES,Ward-18,Water,8198021,28490880,22102566,796308,82.3,FIN_SYS_A
31-07-2024,water services,Ward-19,Refuse,13452102,5414856,13914486,2540049,88.1,MANUAL_UPLOAD
31-07-2024,water services,Ward-20,Electricity,15052513,23908839,11376417,466117,59.0,FIN_SYS_B
31-07-2024,WATER SERVICES,Ward-21,Electricity,8297147,29080982,4823586,7226319,84.5,MANUAL_UPLOAD
31-07-2024,water services,Ward-22,Water,15867269,18178087,14794115,7735503,85.5,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-23,Electricity,7085973,28001976,13897665,6450791,86.1,MANUAL_UPLOAD
31-07-2024,water services,Ward-24,Electricity,13088832,7568360,20023819,4410568,97.7,FIN_SYS_B
31-07-2024,WATER SERVICES,Ward-25,Refuse,12031468,28426816,20740337,2885595,81.1,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-26,Water,8329928,24465947,3322872,2089791,68.9,FIN_SYS_B
31-07-2024,water services,Ward-27,Rates,22480101,7761487,19671513,331145,74.1,FIN_SYS_B
31-07-2024,water services,Ward-28,Refuse,7409197,6203575,18291011,6922033,91.3,MANUAL_UPLOAD
31-07-2024,WATER SERVICES,Ward-29,Refuse,16327429,20668848,16588237,7085105,60.0,FIN_SYS_B
31-07-2024,water services,Ward-30,Refuse,12346915,28585878,17160396,3980512,88.9,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-1,Water,9388385,14409942,15123300,6964490,80.2,FIN_SYS_A
31-07-2024,electricity,Ward-2,Electricity,12428657,17810648,18463937,3907671,55.8,FIN_SYS_B
31-07-2024,electricity,Ward-3,Electricity,21376734,8711218,5939769,5839970,70.3,MANUAL_UPLOAD
31-07-2024,ELECTRICITY,Ward-4,Rates,12646185,10405757,3363346,3244476,94.6,FIN_SYS_A
31-07-2024,electricity,Ward-5,Rates,25205354,21299407,4065820,8455124,51.9,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-6,Rates,16962671,15973521,5417641,3008702,74.0,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-7,Refuse,9410887,22257098,22221164,4901123,56.6,FIN_SYS_A
31-07-2024,electricity,Ward-8,Rates,24150344,5426115,23795945,8495520,86.3,FIN_SYS_B
31-07-2024,electricity,Ward-9,Water,22176555,17461871,21978288,1408865,83.6,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-10,Rates,7363339,8999764,13702024,6911868,68.7,FIN_SYS_B
31-07-2024,electricity,Ward-11,Refuse,6340451,19624725,20826058,443732,88.2,MANUAL_UPLOAD
31-07-2024,electricity,Ward-12,Electricity,11227806,15150596,14260330,328488,76.3,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-13,Electricity,19897878,21176975,2196440,8289810,62.1,FIN_SYS_B
31-07-2024,electricity,Ward-14,Rates,14539182,20760614,19548104,5690727,74.5,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-15,Refuse,13516649,20669271,16478164,3292878,93.8,FIN_SYS_A
31-07-2024,electricity,Ward-16,Water,15275240,25482829,9418452,4055981,54.2,FIN_SYS_B
31-07-2024,electricity,Ward-17,Electricity,25441669,23053486,11763063,1114184,77.0,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-18,Electricity,22828655,19537286,16257361,4093153,97.4,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-19,Rates,25358648,20650052,3378789,3117406,87.4,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-20,Rates,9049094,29927775,18629512,7531292,69.2,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-21,Rates,9881367,22824744,12767530,5186818,98.4,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-22,Refuse,20800734,4860453,3214912,8114890,72.1,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-23,Electricity,19088855,4495556,5430373,1840147,74.3,FIN_SYS_B
31-07-2024,electricity,Ward-24,Rates,25430810,23105571,5498633,8624279,79.4,FIN_SYS_B
31-07-2024,electricity,Ward-25,Refuse,14697493,22726050,6002299,1162724,84.1,FIN_SYS_A
31-07-2024,ELECTRICITY,Ward-26,Refuse,15060214,15633672,3422049,2299722,89.2,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-27,Water,9872612,19528985,20899051,5905967,85.1,FIN_SYS_B
31-07-2024,ELECTRICITY,Ward-28,Refuse,18140151,25357612,17072548,2108779,86.3,MANUAL_UPLOAD
31-07-2024,ELECTRICITY,Ward-29,Refuse,22698320,24580983,5966251,3981783,53.8,FIN_SYS_B
31-07-2024,electricity,Ward-30,Rates,10287472,13590583,12283445,8235418,83.3,FIN_SYS_A
31-07-2024,WASTE MANAGEMENT,Ward-1,Refuse,15910029,24936176,15699598,3510681,74.7,FIN_SYS_A
31-07-2024,WASTE MANAGEMENT,Ward-2,Electricity,16684911,21634732,18311604,1792742,80.0,FIN_SYS_B
31-07-2024,WASTE MANAGEMENT,Ward-3,Refuse,11720219,7970699,18415728,8752923,63.2,FIN_SYS_B
31-07-2024,WASTE MANAGEMENT,Ward-4,Rates,21313548,22603122,16412496,3636516,76.7,MANUAL_UPLOAD
31-07-2024,WASTE MANAGEMENT,Ward-5,Water,11163210,16604893,17327361,2830338,76.2,FIN_SYS_A
31-07-2024,waste management,Ward-6,Water,9550376,26242852,9610312,7592261,72.4,FIN_SYS_B
31-07-2024,waste management,Ward-7,Rates,18523347,19186261,7780160,848972,58.7,FIN_SYS_A
31-07-2024,WASTE MANAGEMENT,Ward-8,Water,22446796,18226265,15290603,1145435,82.6,FIN_SYS_B
31-07-2024,waste management,Ward-9,Water,9490386,22840273,17662814,6165516,87.1,FIN_SYS_A
31-07-2024,WASTE MANAGEMENT,Ward-10,Water,22261727,8373986,22334047,2578603,92.5,FIN_SYS_A
31-07-2024,waste management,Ward-11,Refuse,20371608,4469406,11413430,7055629,53.0,FIN_SYS_B
31-07-2024,waste management,Ward-12,Rates,11431280,26907181,7089808,4908466,55.3,FIN_SYS_A
31-07-2024,waste management,Ward-13,Rates,16920867,15364590,3616338,4553838,61.5,MANUAL_UPLOAD
31-07-2024,WASTE MANAGEMENT,Ward-14,Refuse,17252134,18326911,23034039,4914852,61.1,MANUAL_UPLOAD
31-07-2024,waste management,Ward-15,Water,19891024,14135914,21865663,2814297,74.3,MANUAL_UPLOAD
31-07-2024,waste management,Ward-16,Refuse,4729197,25874267,15941902,3954586,72.5,FIN_SYS_B
31-07-2024,waste management,Ward-17,Electricity,8342615,13279192,5876506,1944975,79.5,FIN_SYS_A
31-07-2024,WASTE MANAGEMENT,Ward-18,Refuse,10650769,14087663,12227474,732282,84.8,FIN_SYS_B
31-07-2024,WASTE MANAGEMENT,Ward-19,Refuse,10012766,16308114,23460796,4101243,76.3,FIN_SYS_B
31-07-2024,WASTE MANAGEMENT,Ward-20,Refuse,20026535,10451232,10483277,3462867,61.7,FIN_SYS_A
31-07-2024,waste management,Ward-21,Refuse,9915516,25229774,22338261,766071,54.8,FIN_SYS_B
31-07-2024,waste management,Ward-22,Rates,12423281,17272343,5353166,8108511,74.9,MANUAL_UPLOAD
31-07-2024,WASTE MANAGEMENT,Ward-23,Water,18005961,20076567,5666010,2913232,50.0,FIN_SYS_A
31-07-2024,waste management,Ward-24,Electricity,4548579,8639431,9972984,6554272,78.5,FIN_SYS_A
31-07-2024,waste management,Ward-25,Water,18805498,14379986,8777733,7524770,74.4,MANUAL_UPLOAD
31-07-2024,WASTE MANAGEMENT,Ward-26,Rates,20552387,18012476,16528235,8752523,79.0,FIN_SYS_B
31-07-2024,WASTE MANAGEMENT,Ward-27,Rates,7352426,23879053,13579017,5395846,73.6,FIN_SYS_A
31-07-2024,waste management,Ward-28,Rates,12450192,10507777,2529511,1582155,70.4,FIN_SYS_B
31-07-2024,waste management,Ward-29,Refuse,17526053,18658051,21947752,1936761,68.2,MANUAL_UPLOAD
31-07-2024,waste management,Ward-30,Water,24164359,5471726,2309593,2608572,97.8,FIN_SYS_A
31-07-2024,ROADS & TRANSPORT,Ward-1,Rates,9676878,24033704,14454941,4238245,66.7,FIN_SYS_A
31-07-2024,roads & transport,Ward-2,Water,24568259,4119462,14801624,4244676,60.3,MANUAL_UPLOAD
31-07-2024,roads & transport,Ward-3,Electricity,9464678,17189393,21984042,1940500,92.0,FIN_SYS_B
31-07-2024,roads & transport,Ward-4,Refuse,20923328,19607552,16020746,5343712,58.4,FIN_SYS_A
31-07-2024,roads & transport,Ward-5,Electricity,5870587,24130946,21921726,2496613,61.2,FIN_SYS_B
31-07-2024,roads & transport,Ward-6,Rates,13563106,14406074,17090078,6008152,54.4,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-7,Water,9865291,11142899,21945471,7440066,68.2,MANUAL_UPLOAD
31-07-2024,roads & transport,Ward-8,Water,23983503,26793111,10103772,586646,75.1,MANUAL_UPLOAD
31-07-2024,ROADS & TRANSPORT,Ward-9,Water,9003161,15951829,12221686,7857687,67.7,MANUAL_UPLOAD
31-07-2024,ROADS & TRANSPORT,Ward-10,Rates,20816839,4425874,23225376,1578921,73.4,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-11,Water,21696079,28526319,19757918,4111011,84.8,FIN_SYS_A
31-07-2024,roads & transport,Ward-12,Refuse,25497253,8470428,2243020,7270880,94.1,FIN_SYS_A
31-07-2024,ROADS & TRANSPORT,Ward-13,Water,25676674,24358457,11985743,5174676,98.0,FIN_SYS_B
31-07-2024,roads & transport,Ward-14,Water,17137045,18322469,20565265,3826554,98.6,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-15,Electricity,15721663,27518348,4938918,7324355,53.4,FIN_SYS_A
31-07-2024,roads & transport,Ward-16,Electricity,17500439,21929703,16167350,3535286,73.0,MANUAL_UPLOAD
31-07-2024,roads & transport,Ward-17,Rates,24612840,12987247,9942302,7781100,94.5,FIN_SYS_A
31-07-2024,roads & transport,Ward-18,Water,23133380,17173233,5092912,6270618,87.8,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-19,Electricity,17277728,19945112,16957984,628956,52.3,FIN_SYS_B
31-07-2024,roads & transport,Ward-20,Electricity,8839179,23867557,3368108,8684820,96.7,FIN_SYS_A
31-07-2024,ROADS & TRANSPORT,Ward-21,Rates,21701382,13415248,10548130,5125674,70.7,FIN_SYS_B
31-07-2024,roads & transport,Ward-22,Electricity,4815908,21087980,19874351,1347698,96.4,FIN_SYS_A
31-07-2024,ROADS & TRANSPORT,Ward-23,Rates,6105983,28628488,15546033,3078970,77.1,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-24,Refuse,10431900,13417130,13300953,596552,60.1,FIN_SYS_A
31-07-2024,ROADS & TRANSPORT,Ward-25,Water,17467156,29931185,22675841,3794016,92.0,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-26,Water,8416377,10185999,16646674,3593038,64.8,FIN_SYS_B
31-07-2024,ROADS & TRANSPORT,Ward-27,Electricity,5878865,15931003,13949199,4571714,51.5,MANUAL_UPLOAD
31-07-2024,ROADS & TRANSPORT,Ward-28,Refuse,18825434,20404148,8345454,4742332,80.6,FIN_SYS_B
31-07-2024,roads & transport,Ward-29,Water,22319805,29147307,13379676,2615857,77.6,FIN_SYS_A
31-07-2024,roads & transport,Ward-30,Water,22054825,18298512,7796657,431700,66.2,FIN_SYS_B
31-07-2024,housing,Ward-1,Water,8460217,19569100,22955389,4156969,85.3,FIN_SYS_A
31-07-2024,HOUSING,Ward-2,Water,25232895,10889421,4966212,2798870,91.7,FIN_SYS_A
31-07-2024,HOUSING,Ward-3,Refuse,24168689,16491951,5807824,1733313,86.9,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-4,Rates,7262002,12912153,4878303,1951828,52.2,FIN_SYS_A
31-07-2024,HOUSING,Ward-5,Electricity,24148219,12984132,13224056,2682312,84.2,FIN_SYS_B
31-07-2024,housing,Ward-6,Rates,20984242,9365649,12461015,6250080,73.3,FIN_SYS_A
31-07-2024,HOUSING,Ward-7,Refuse,5490497,10961029,4072001,7594715,63.6,FIN_SYS_B
31-07-2024,housing,Ward-8,Electricity,23649354,21391197,3917212,5347799,89.3,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-9,Electricity,17948676,18774291,2609279,7419310,59.2,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-10,Rates,25564754,6138224,10888515,7137880,97.7,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-11,Rates,9035885,7827595,5722732,7646181,65.7,FIN_SYS_A
31-07-2024,HOUSING,Ward-12,Electricity,14240244,19864709,19172792,590086,89.7,FIN_SYS_B
31-07-2024,HOUSING,Ward-13,Rates,11211560,21935786,19253297,2460323,91.6,FIN_SYS_B
31-07-2024,HOUSING,Ward-14,Refuse,6850588,27613435,8718403,2157012,96.8,FIN_SYS_A
31-07-2024,HOUSING,Ward-15,Electricity,14213930,27331392,16946699,4343400,73.2,FIN_SYS_B
31-07-2024,housing,Ward-16,Rates,11572084,20804966,11656876,3093585,76.0,FIN_SYS_B
31-07-2024,HOUSING,Ward-17,Electricity,18136807,21159131,18814376,3151202,72.3,FIN_SYS_B
31-07-2024,housing,Ward-18,Rates,21804355,15920880,23823446,7196728,95.0,FIN_SYS_A
31-07-2024,housing,Ward-19,Refuse,8476252,25768481,20368853,5601330,94.8,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-20,Rates,21232329,15551427,19268694,3819313,56.5,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-21,Electricity,13787837,7316219,2852995,3754652,63.3,MANUAL_UPLOAD
31-07-2024,housing,Ward-22,Rates,6317757,5616458,8487580,5683913,52.8,FIN_SYS_B
31-07-2024,HOUSING,Ward-23,Rates,21910736,28285213,18850651,5706698,95.8,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-24,Electricity,21995338,28016322,22385470,2342944,60.6,MANUAL_UPLOAD
31-07-2024,housing,Ward-25,Refuse,9263154,27512164,18672949,3511198,92.7,FIN_SYS_A
31-07-2024,HOUSING,Ward-26,Electricity,4604739,17443689,21956248,5721258,58.6,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-27,Electricity,7148672,23927832,10156203,5055803,85.6,FIN_SYS_A
31-07-2024,HOUSING,Ward-28,Electricity,5420648,18437931,11147228,360723,96.0,FIN_SYS_B
31-07-2024,HOUSING,Ward-29,Electricity,5014561,21289670,9038873,8237295,57.4,MANUAL_UPLOAD
31-07-2024,HOUSING,Ward-30,Rates,8055334,6194503,13580332,3958782,85.2,MANUAL_UPLOAD
31-07-2024,administration,Ward-1,Rates,12724147,25254318,4828179,3440141,89.2,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-2,Water,7096546,28567989,14005362,5617574,61.1,MANUAL_UPLOAD
31-07-2024,administration,Ward-3,Rates,15610612,27350403,12517935,3079153,50.2,MANUAL_UPLOAD
31-07-2024,ADMINISTRATION,Ward-4,Water,22754069,4194207,3164743,5877661,53.4,FIN_SYS_A
31-07-2024,administration,Ward-5,Electricity,6340070,9520165,18403191,2858403,67.9,FIN_SYS_A
31-07-2024,administration,Ward-6,Water,25621446,10562642,16428993,8878959,71.6,MANUAL_UPLOAD
31-07-2024,administration,Ward-7,Refuse,23220224,24923846,23404536,8160887,77.2,FIN_SYS_A
31-07-2024,ADMINISTRATION,Ward-8,Electricity,20699830,16293804,17268561,6558389,69.0,FIN_SYS_B
31-07-2024,administration,Ward-9,Rates,15037411,21406427,21559076,1213448,85.4,FIN_SYS_A
31-07-2024,ADMINISTRATION,Ward-10,Electricity,19070047,20402305,18637373,3002663,68.9,FIN_SYS_A
31-07-2024,ADMINISTRATION,Ward-11,Rates,13897955,11988685,19752884,5897429,69.2,MANUAL_UPLOAD
31-07-2024,administration,Ward-12,Electricity,17448937,5902719,21320155,8647781,86.5,MANUAL_UPLOAD
31-07-2024,ADMINISTRATION,Ward-13,Refuse,17054922,14601493,7400257,5810563,68.1,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-14,Rates,20549468,22110533,11289063,1213970,71.4,MANUAL_UPLOAD
31-07-2024,administration,Ward-15,Rates,4936264,20011351,14050510,8132165,59.3,MANUAL_UPLOAD
31-07-2024,administration,Ward-16,Water,10396600,15790331,4078062,4273703,59.7,MANUAL_UPLOAD
31-07-2024,administration,Ward-17,Water,18671999,21980225,13167940,5709459,53.2,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-18,Rates,18954050,24717590,11760164,6628637,83.0,MANUAL_UPLOAD
31-07-2024,administration,Ward-19,Electricity,9454750,8294957,21478973,3988896,57.6,FIN_SYS_A
31-07-2024,administration,Ward-20,Rates,12263340,9748290,14405864,3973866,97.7,FIN_SYS_B
31-07-2024,administration,Ward-21,Electricity,8386426,26379683,16713294,8833845,82.0,FIN_SYS_A
31-07-2024,administration,Ward-22,Electricity,17970212,24138839,11045094,5661725,86.2,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-23,Rates,20869974,17854048,4225806,1955160,56.7,MANUAL_UPLOAD
31-07-2024,ADMINISTRATION,Ward-24,Refuse,7274320,19757768,16343229,5099069,95.9,MANUAL_UPLOAD
31-07-2024,administration,Ward-25,Electricity,23655291,27874368,17204794,3035286,65.6,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-26,Refuse,14731123,6731055,23547692,4489937,78.7,MANUAL_UPLOAD
31-07-2024,administration,Ward-27,Rates,19280101,12518994,18760207,6021713,98.0,FIN_SYS_A
31-07-2024,administration,Ward-28,Rates,8879563,6589617,8971777,7194218,64.5,MANUAL_UPLOAD
31-07-2024,ADMINISTRATION,Ward-29,Water,9916525,12106429,8011118,2945419,82.6,FIN_SYS_B
31-07-2024,ADMINISTRATION,Ward-30,Refuse,16753423,21590196,17624367,5399134,54.9,FIN_SYS_B
31-08-2024,WATER SERVICES,Ward-1,Electricity,7435052,26493982,18034105,1677941,60.4,FIN_SYS_A
31-08-2024,water services,Ward-2,Rates,16578612,10051094,22315898,465024,73.4,FIN_SYS_B
31-08-2024,WATER SERVICES,Ward-3,Electricity,19773778,11255668,4194940,3761969,97.9,FIN_SYS_B
31-08-2024,water services,Ward-4,Rates,10329107,17221026,2916280,7605848,80.8,MANUAL_UPLOAD
31-08-2024,WATER SERVICES,Ward-5,Refuse,10543756,25131162,14290101,6293190,55.4,MANUAL_UPLOAD
31-08-2024,WATER SERVICES,Ward-6,Water,16845224,20047744,14885049,3735307,82.4,FIN_SYS_B
31-08-2024,WATER SERVICES,Ward-7,Water,17422827,16394391,14972924,2354325,94.6,MANUAL_UPLOAD
31-08-2024,water services,Ward-8,Rates,25900800,4803497,17496725,4674614,71.4,MANUAL_UPLOAD
31-08-2024,water services,Ward-9,Rates,10014344,19310880,14173319,6691851,75.1,FIN_SYS_B
31-08-2024,water services,Ward-10,Electricity,14253053,28534675,18399027,8406850,57.7,FIN_SYS_A
31-08-2024,water services,Ward-11,Refuse,25512904,28039266,22431657,2004503,88.1,FIN_SYS_A
31-08-2024,WATER SERVICES,Ward-12,Electricity,25887118,25749674,5015707,6963230,51.6,FIN_SYS_B
31-08-2024,water services,Ward-13,Rates,6551671,8773231,22423069,7098892,83.5,MANUAL_UPLOAD
31-08-2024,water services,Ward-14,Rates,19976255,25353911,17646038,7724778,96.4,MANUAL_UPLOAD
31-08-2024,WATER SERVICES,Ward-15,Water,25404966,24957176,16767936,5801885,98.3,FIN_SYS_A
31-08-2024,water services,Ward-16,Water,23015090,21181306,12520778,6836478,67.4,FIN_SYS_A
31-08-2024,WATER SERVICES,Ward-17,Water,24762928,22430576,5406319,1542608,51.1,MANUAL_UPLOAD
31-08-2024,water services,Ward-18,Water,21855287,13552660,3846526,1505694,60.2,FIN_SYS_B
31-08-2024,water services,Ward-19,Electricity,6340314,9999532,11050198,3320298,73.0,FIN_SYS_B
31-08-2024,water services,Ward-20,Rates,24654720,29627794,17874622,4711363,80.4,FIN_SYS_A
31-08-2024,water services,Ward-21,Refuse,12647248,18046984,19471533,3817963,59.9,FIN_SYS_B
